“ヽ(´▽｀)ノ”	Singing	actions_dancing
ヽ(´Д｀ヽ	Singing	actions_dancing
（*´▽｀*）	Singing	actions_dancing
(*￣0￣)θ～♪	Singing	actions_dancing
(*゜▽゜ノノ゛☆	Singing	actions_dancing
(*⌒▽⌒*)θ～♪	Singing	actions_dancing
(´△｀)♪	Singing	actions_dancing
(´▽｀)ノ♪	Singing	actions_dancing
(´0ﾉ｀*)	Singing	actions_dancing
（^[]＾）／♪	Singing	actions_dancing
（＾Ｏ＾☆♪	Singing	actions_dancing
(ﾉ´▽｀)ﾉ♪	Singing	actions_dancing
(ﾉ> ◇ <)ﾉ♪	Singing	actions_dancing
｢(;´Σ ｀〃)ヘ	Singing	actions_dancing
＼(^o^)／	Singing	actions_dancing
≧(´▽｀)≦	Singing	actions_dancing
┐(・。・┐) ♪	Singing	actions_dancing
♪( ´θ｀)ノ	Singing	actions_dancing
♪(o^0^)o♪	Singing	actions_dancing
♪♪(o*゜∇゜)o～♪♪	Singing	actions_dancing
ヽ(○´∀`)ﾉ♪	Singing	actions_dancing
☆L(´▽｀L )♪	Singing	actions_dancing
♬♫♪◖(●。●)◗♪♫♬	Singing	actions_dancing
ヾ(・◇・)ﾉθ～♪	Singing	actions_dancing
ヾ(´□｀* )ノ	Singing	actions_dancing
ヽ(´▽｀；)/♪	Singing	actions_dancing
ヾ(´▽｀;)ゝ	Singing	actions_dancing
ヾ(´〇｀)ﾉ	Singing	actions_dancing
ヾ(´ρ｀)〃	Singing	actions_dancing
ᒄ₍⁽ˆ⁰ˆ⁾₎ᒃ♪♬	Singing	actions_dancing
( ง ´◇｀)ง♪	Singing	actions_dancing
♪(๑ᴖ◡ᴖ๑)♪	Singing	actions_dancing
♪~♪ ヽ໒(⌒o⌒)७ﾉ ♪~♪	Singing	actions_dancing
♪٩(✿′ᗜ‵✿)۶♪	Singing	actions_dancing
꒰๑˃꒵˂꒱◞ ♪⋆ฺ｡	Singing	actions_dancing
٩(ó｡ò۶ ♡)))♬	Singing	actions_dancing
♪(o´▽｀o)ﾉ	Singing	actions_dancing
♪!(^O^)y	Singing	actions_dancing
♫ꉂ (๑¯ਊ¯)σ	Singing	actions_dancing
♪ *ꈍ﹃ꈍ)ﾉ	Singing	actions_dancing
(*’▽’*)♪	Singing	actions_dancing
ヾ(＾。^*)♪～	Singing	actions_dancing
(ฅˊ̱˂˃ˋ̱ฅ)♪	Singing	actions_dancing
( ๑˃̶ ॣꇴ ॣ˂̶)♪⁺	Singing	actions_dancing
(்͂ॢ⁰்͂ॢ)३३३∾♪	Singing	actions_dancing
♪ꉂ ꊚ(ꈍꄱꆧ ) ♬♪	Singing	actions_dancing
ヽ(≝∀≝)ﾉ ー♬	Singing	actions_dancing
♪~♪ d(⌒o⌒)b♪~♪	Singing	actions_dancing
♪♪ｖ(⌒ｏ⌒)ｖ♪♪	Singing	actions_dancing
♪L(´▽｀L )♪	Singing	actions_dancing
♪(ﾉ´∀｀*)ﾉ	Singing	actions_dancing
♪(*´○｀)o¶~~♪	Singing	actions_dancing
♪♪♪ ヽ(･ˇ∀ˇ･ゞ)	Singing	actions_dancing
♪ヾ(＾Д＾*)ノ	Singing	actions_dancing
ヾ（〃＾∇＾）ﾉ♪	Singing	actions_dancing
